survived,pclass,sex,age,sibspouse,parchild,fare
0,0.8305236329179975,0.7402655058809695,-0.529366007257325,0.42990394821142364,-0.4749807967420064,-0.5035863459797053
1,-1.561276569673768,-1.3508666715598585,0.6042645431881828,0.42990394821142364,-0.4749807967420064,0.7834124485273979
1,0.8305236329179975,-1.3508666715598585,-0.24595836964594797,-0.47585567664257344,-0.4749807967420064,-0.4900195895218577
1,-1.561276569673768,-1.3508666715598585,0.3917088149796501,0.42990394821142364,-0.4749807967420064,0.4179481482311301
0,0.8305236329179975,0.7402655058809695,0.3917088149796501,-0.47585567664257344,-0.4749807967420064,-0.48750722721484885
0,0.8305236329179975,0.7402655058809695,-0.17510646024310375,-0.47585567664257344,-0.4749807967420064,-0.47930084697523523
0,-1.561276569673768,0.7402655058809695,1.7378950936336905,-0.47585567664257344,-0.4749807967420064,0.39307576139174266
0,0.8305236329179975,0.7402655058809695,-1.9464041953142095,2.241423197919418,0.7641602818172867,-0.2257190748245298
1,0.8305236329179975,-1.3508666715598585,-0.17510646024310375,-0.47585567664257344,2.0033013603765797,-0.42553629360524653
1,-0.36537646837788534,-1.3508666715598585,-1.0961812824800787,0.42990394821142364,-0.4749807967420064,-0.04491340409341023
1,0.8305236329179975,-1.3508666715598585,-1.8047003765085212,0.42990394821142364,0.7641602818172867,-0.3136517555698385
1,-1.561276569673768,-1.3508666715598585,2.0213027312450675,-0.47585567664257344,-0.4749807967420064,-0.11567760577754342
0,0.8305236329179975,0.7402655058809695,-0.6710698260630134,-0.47585567664257344,-0.4749807967420064,-0.48750722721484885
0,0.8305236329179975,0.7402655058809695,0.675116452591027,0.42990394821142364,5.72072459605446,-0.020710310572610052
0,0.8305236329179975,-1.3508666715598585,-1.0961812824800787,-0.47585567664257344,-0.4749807967420064,-0.4914425915325475
1,-0.36537646837788534,-1.3508666715598585,1.808747003036535,-0.47585567664257344,-0.4749807967420064,-0.3277209844890879
0,0.8305236329179975,0.7402655058809695,-1.9464041953142095,3.1471828227734147,0.7641602818172867,-0.06392294225316174
1,-0.36537646837788534,0.7402655058809695,-0.45851409785448066,-0.47585567664257344,-0.4749807967420064,-0.38801767985729957
0,0.8305236329179975,-1.3508666715598585,0.10830117736827319,0.42990394821142364,-0.4749807967420064,-0.2875231875769468
1,0.8305236329179975,-1.3508666715598585,-0.529366007257325,-0.47585567664257344,-0.4749807967420064,-0.5040888184411071
0,-0.36537646837788534,0.7402655058809695,0.3917088149796501,-0.47585567664257344,-0.4749807967420064,-0.12673199992838224
1,-0.36537646837788534,0.7402655058809695,0.3208569055768059,-0.47585567664257344,-0.4749807967420064,-0.38801767985729957
1,0.8305236329179975,-1.3508666715598585,-1.0253293730772346,-0.47585567664257344,-0.4749807967420064,-0.48792528430273513
1,-1.561276569673768,0.7402655058809695,-0.10425455084025952,-0.47585567664257344,-0.4749807967420064,0.06420753540428811
0,0.8305236329179975,-1.3508666715598585,-1.5212927388971442,2.241423197919418,0.7641602818172867,-0.2257190748245298
1,0.8305236329179975,-1.3508666715598585,0.6042645431881828,0.42990394821142364,5.72072459605446,-0.0184491844963021
0,0.8305236329179975,0.7402655058809695,-0.24595836964594797,-0.47585567664257344,-0.4749807967420064,-0.5040888184411071
0,-1.561276569673768,0.7402655058809695,-0.7419217354658576,2.241423197919418,2.0033013603765797,4.636706934160341
1,0.8305236329179975,-1.3508666715598585,-0.38766218845163647,-0.47585567664257344,-0.4749807967420064,-0.4909401190711457
0,0.8305236329179975,0.7402655058809695,-0.45851409785448066,-0.47585567664257344,-0.4749807967420064,-0.49060647735677493
0,-1.561276569673768,0.7402655058809695,0.7459683619938713,-0.47585567664257344,-0.4749807967420064,-0.09214581546517601
1,-1.561276569673768,-1.3508666715598585,1.312783637216625,0.42990394821142364,-0.4749807967420064,2.295603321116007
1,0.8305236329179975,-1.3508666715598585,-0.8127736448687019,-0.47585567664257344,-0.4749807967420064,-0.49353689675167006
0,-0.36537646837788534,0.7402655058809695,2.5881180064678215,-0.47585567664257344,-0.4749807967420064,-0.438264925997476
0,-1.561276569673768,0.7402655058809695,-0.10425455084025952,0.42990394821142364,-0.4749807967420064,1.0022392054678662
0,-1.561276569673768,0.7402655058809695,0.8876721807995598,0.42990394821142364,-0.4749807967420064,0.3958393599294524
1,0.8305236329179975,0.7402655058809695,-0.8127736448687019,-0.47585567664257344,-0.4749807967420064,-0.5040044030675916
0,0.8305236329179975,0.7402655058809695,-0.6002179166601691,-0.47585567664257344,-0.4749807967420064,-0.48750722721484885
0,0.8305236329179975,-1.3508666715598585,-0.8127736448687019,1.3356635730654207,-0.4749807967420064,-0.2875231875769468
1,0.8305236329179975,-1.3508666715598585,-1.0961812824800787,0.42990394821142364,-0.4749807967420064,-0.4233575730126084
0,0.8305236329179975,-1.3508666715598585,0.7459683619938713,0.42990394821142364,-0.4749807967420064,-0.4588662969149483
0,-0.36537646837788534,-1.3508666715598585,-0.17510646024310375,0.42990394821142364,-0.4749807967420064,-0.22722649220873506
1,-0.36537646837788534,-1.3508666715598585,-1.8755522859113654,0.42990394821142364,2.0033013603765797,0.1863927588984323
1,0.8305236329179975,-1.3508666715598585,-0.7419217354658576,-0.47585567664257344,-0.4749807967420064,-0.4909401190711457
0,0.8305236329179975,0.7402655058809695,0.03744926796542895,-0.47585567664257344,-0.4749807967420064,-0.48750722721484885
0,0.8305236329179975,0.7402655058809695,-0.6710698260630134,0.42990394821142364,-0.4749807967420064,-0.3377704337171232
1,0.8305236329179975,-1.3508666715598585,-0.17510646024310375,-0.47585567664257344,-0.4749807967420064,-0.49353689675167006
